num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
2,4,758.89,1,1,0,12919.84,1,0,72.0269302
1,5,668.13,1,1,0,15481.44,1,1,82.2973965375
4,5,470.52,0,1,0,22726.77,2,1,83.8913172625
2,4,953.72,0,1,0,27690.35,1,1,69.4597598125
3,0,772.57,1,1,1,12317.68,0,1,102.0404748625
2,6,780.34,0,1,1,41016.55,1,0,51.4889161125
3,8,1024.32,0,1,0,29350.88,2,1,95.009371325
1,4,1025.35,1,1,1,12059.17,1,0,84.429523525
0,5,795.34,1,1,0,22724.75,2,0,84.7817479875
2,5,945.22,1,1,1,13217.15,2,1,101.8960969125
1,4,912.46,1,1,0,26579.64,2,1,122.0214404
2,7,697.37,0,1,1,18812.34,1,1,79.3557454
2,8,983.43,0,0,1,22657.68,4,0,66.1402478125
2,2,819.78,1,1,0,21991.53,0,1,79.6105536625
2,5,678.51,0,1,1,14150.45,1,0,49.42541665
2,3,527.7,0,1,0,43204.74,1,1,71.875467175
2,9,863.06,1,1,1,22622.14,1,1,101.6228537625
3,5,692.49,1,1,1,39477.18,1,0,86.2628293125
2,5,670.01,1,1,1,36959.48,1,0,67.378820625
3,7,710.0,1,1,1,19662.06,0,0,68.48223985
2,5,954.01,0,0,1,27990.39,0,0,33.7824117875
2,6,631.54,0,1,1,32046.17,2,1,102.6964769625
2,6,783.75,1,1,1,8970.35,0,1,96.00571945
0,7,602.31,0,0,1,9072.79,1,0,52.3055412375
3,0,1060.11,0,1,1,33817.84,1,1,82.02105475
2,2,762.18,1,1,0,35141.26,2,1,98.2897378875
3,8,824.74,1,1,1,23400.22,1,0,85.3035292625
3,4,615.35,0,1,0,33954.6,2,1,90.7462891875
2,6,996.64,0,0,0,21220.11,0,1,61.894208875
2,3,903.62,1,1,1,38243.86,0,1,99.1677889
2,5,686.9,1,1,0,29489.46,2,1,117.2026432875
2,4,976.34,0,0,0,3507.86,1,1,59.72018485
2,7,729.12,0,1,0,29066.2,0,1,81.9018954
3,3,829.61,0,1,0,29728.82,1,1,71.0115128875
1,8,909.63,1,1,1,10084.09,1,1,106.6803337
2,8,748.83,0,0,0,12819.36,2,0,41.181915575
2,2,1025.77,0,1,1,24293.56,2,0,59.5853763375
4,7,1049.08,1,1,0,33978.15,0,1,99.5165079625
2,7,818.59,1,0,0,32710.94,0,1,67.7662405
1,7,998.02,1,1,0,11903.62,2,1,101.7953399875
0,5,787.6,0,1,0,26472.36,2,1,82.3837775875
3,4,671.4,0,1,1,30461.42,0,0,39.182752425
2,4,925.83,0,1,0,36063.58,2,0,59.3369037375
2,4,721.09,0,1,0,37586.7,1,0,59.762974475
3,5,621.65,0,1,0,36867.11,1,1,86.0190170375
3,5,904.32,0,1,1,22728.0,1,0,67.262901375
2,3,734.66,0,1,0,15053.63,1,1,64.7469655875
1,5,652.64,1,1,1,35364.15,1,1,98.0291137375
3,4,944.11,1,1,0,33446.94,1,1,112.3224282
1,6,678.34,0,0,1,39175.03,0,1,76.9352444875
2,7,666.42,0,1,1,13412.74,0,0,41.5699272125
1,4,602.24,1,1,0,43077.89,1,1,90.2019550875
3,4,872.51,0,1,1,13887.45,0,1,61.9805357125
2,6,816.3,0,1,1,39795.94,1,0,66.0565133625
3,0,991.31,0,1,0,12687.26,1,1,81.9837639
2,5,847.97,0,1,0,39502.92,0,0,44.30908665
2,4,660.94,1,0,0,10145.17,0,1,71.0825686875
1,1,814.75,0,1,1,15535.05,0,1,81.6779142
1,6,835.43,0,0,0,22204.0,0,1,67.225125575
